country,country_code,country_code_2_digit,country_code_3_digit,cases_Count,deaths_Count,population,source,reported_date
Switzerland,CHE,CH,CHE,315,1,8544527,"Epidemic intelligence, national daily data",2020-09-16
Russia,RUS,RU,RUS,0,0,145934460,"Epidemic intelligence, national daily data",2020-01-06
Portugal,PRT,PT,PRT,198,3,10276617,"Epidemic intelligence, national daily data",2020-08-16
Ukraine,UKR,UA,UKR,0,0,43733759,"Epidemic intelligence, national daily data",2020-02-18
San Marino,SMR,SM,SMR,0,0,34453,"Epidemic intelligence, national daily data",2020-08-24
Switzerland,CHE,CH,CHE,133,0,8544527,"Epidemic intelligence, national daily data",2020-07-04
Romania,ROU,RO,ROU,269,22,19414458,"Epidemic intelligence, national daily data",2020-06-30
Turkey,TUR,TR,TUR,1003,23,82003882,"Epidemic intelligence, national daily data",2020-07-11
North Macedonia,MKD,MK,MKD,88,6,2077132,"Epidemic intelligence, national daily data",2020-08-07
Sweden,SWE,SE,SWE,133,4,10230185,"Epidemic intelligence, national daily data",2020-09-21
Serbia,SRB,RS,SRB,305,8,6963764,"Epidemic intelligence, national daily data",2020-04-04
United Kingdom,GBR,UK,GBR,2062,220,66647112,"Epidemic intelligence, national daily data",2020-05-24
